product_id,product_name,category_id,brand,unit_price,cost_price,stock_quantity,is_active,created_date,avg_rating
5032,Dell Signature Mouse,1002,Dell,61799.84,40999.93,250,1,2024-07-25,4.1
5033,Dell Smart Mouse,1002,Dell,20816.38,14091.03,20,1,2025-11-02,4.1
5034,Apple Deluxe Laptop,1002,Apple,55993.79,37903.08,5,1,2024-02-08,5.0
5035,Lenovo Pro Keyboard,1002,Lenovo,49350.36,36550.24,20,1,2024-08-10,4.3
5036,HP Smart Laptop Bag,1002,HP,96210.36,67321.87,20,1,2025-06-02,4.6
5037,HP Premium Monitor,1002,HP,109565.53,85710.34,50,1,2024-10-20,3.3
5038,HP Essential Mouse,1002,HP,33110.73,20204.76,5,1,2025-07-06,3.8
5039,HP Classic Laptop Bag,1002,HP,25022.96,18341.25,50,1,2024-09-06,4.1
5040,Nikon Smart DSLR Camera,1003,Nikon,27889.3,16234.3,250,1,2025-01-20,5.0
5041,Nikon Smart Camera Lens,1003,Nikon,29854.29,18398.13,250,1,2023-02-18,3.9
5042,Nikon Essential Camera Lens,1003,Nikon,66334.75,48307.44,100,1,2023-08-31,3.4
5043,GoPro Everyday Camera Lens,1003,GoPro,19770.95,15320.58,5,1,2023-11-05,4.2
5044,Nikon Classic Camera Lens,1003,Nikon,50294.55,30487.27,20,1,2023-03-26,4.6
5045,Nikon Premium Tripod,1003,Nikon,57335.85,39969.4,100,1,2023-09-05,4.3
5046,Canon Classic DSLR Camera,1003,Canon,31435.66,19088.85,20,1,2023-04-18,4.2
5047,Canon Everyday DSLR Camera,1003,Canon,51136.14,34697.87,0,1,2023-10-24,3.7
5048,Nikon Comfort Tripod,1003,Nikon,112262.8,76878.52,100,1,2024-11-08,4.4
5049,GoPro Essential Camera Lens,1003,GoPro,27129.3,20397.82,20,1,2024-01-24,4.6
5050,Canon Classic Action Camera,1003,Canon,71496.13,51101.55,100,1,2024-01-30,4.3
5051,GoPro Signature Tripod,1003,GoPro,39066.34,26047.72,20,1,2023-08-12,3.6
5052,Canon Classic DSLR Camera,1003,Canon,42495.76,27650.09,100,1,2023-10-12,4.3
5053,Nikon Classic Tripod,1003,Nikon,44454.06,26578.97,50,1,2025-09-24,5.0
5054,GoPro Pro Camera Lens,1003,GoPro,60387.91,35983.47,20,1,2024-11-21,3.6
5055,Canon Essential Camera Lens,1003,Canon,25855.13,17084.62,250,0,2024-10-10,4.4
5056,Canon Premium DSLR Camera,1003,Canon,39496.97,31291.44,0,1,2023-07-02,4.5
5057,GoPro Pro Action Camera,1003,GoPro,55956.47,37569.75,250,1,2025-02-15,4.1
5058,Canon Signature Action Camera,1003,Canon,28920.72,17096.75,100,1,2023-06-24,3.2
5059,Sony Signature DSLR Camera,1003,Sony,49156.16,38421.91,250,1,2024-02-09,3.4
5060,Apple Deluxe Fitness Band,1004,Apple,7670.26,5554.4,50,0,2025-11-19,4.2
5061,Noise Pro Fitness Band,1004,Noise,12285.06,7668.05,100,1,2024-11-12,3.4
5062,Samsung Ultra Smartwatch,1004,Samsung,20507.8,11591.82,50,1,2024-08-16,4.7
5063,boAt Premium Fitness Band,1004,boAt,15437.47,10745.16,100,1,2024-12-30,4.4
5064,Samsung Premium Smartwatch,1004,Samsung,15437.56,8799.84,100,1,2025-06-16,5.0
5065,Samsung Classic Smartwatch,1004,Samsung,19226.33,10901.14,100,1,2025-04-06,4.5
5066,boAt Signature Smartwatch,1004,boAt,8108.13,6368.12,50,1,2023-09-01,4.0
5067,Samsung Ultra Smartwatch,1004,Samsung,34999.0,19597.18,20,1,2023-02-04,3.0
5068,Samsung Signature Smartwatch,1004,Samsung,9424.51,6515.23,20,1,2023-12-02,4.8
5069,Noise Deluxe Fitness Band,1004,Noise,8344.71,5986.76,50,1,2023-10-13,4.5
5070,Fire-Boltt Essential Fitness Band,1004,Fire-Boltt,12207.68,7922.13,50,1,2023-08-13,3.7
5071,Fire-Boltt Comfort Fitness Band,1004,Fire-Boltt,4334.94,3391.03,100,1,2025-10-01,4.2
5072,Apple Premium Smartwatch,1004,Apple,8028.67,5662.54,0,0,2025-07-22,4.0
5073,Samsung Classic Smartwatch,1004,Samsung,15360.1,9266.57,50,1,2023-12-02,4.6
5074,Fire-Boltt Pro Fitness Band,1004,Fire-Boltt,9410.32,7247.98,50,1,2024-11-29,3.7
5075,Fire-Boltt Everyday Smartwatch,1004,Fire-Boltt,6352.43,3744.36,250,1,2024-02-26,4.7
5076,Samsung Ultra Fitness Band,1004,Samsung,34479.25,19031.02,50,1,2025-08-31,4.7
5077,Noise Classic Fitness Band,1004,Noise,22482.46,13851.81,0,1,2024-05-03,3.7
5078,Noise Smart Smartwatch,1004,Noise,14897.44,9207.91,50,1,2023-10-10,4.6
5079,Noise Everyday Smartwatch,1004,Noise,2359.96,1703.59,20,1,2023-09-20,3.5
5080,FitPro Smart Jeans,1006,FitPro,3994.52,2447.76,50,1,2024-08-20,3.2
5081,BasicWear Classic T-Shirt,1006,BasicWear,3630.44,2381.18,50,1,2023-10-07,3.2
5082,Urbanic Premium Jeans,1006,Urbanic,1081.08,684.74,5,1,2024-09-14,4.4
5083,PrimeStyle Deluxe Shirt,1006,PrimeStyle,1828.72,1344.67,250,1,2025-08-14,3.9
5084,KidJoy Signature Trackpants,1006,KidJoy,3902.92,2156.04,50,1,2024-03-01,3.4
5085,KidJoy Pro T-Shirt,1006,KidJoy,1636.93,915.06,250,1,2023-08-22,4.5
5086,KidJoy Ultra Jeans,1006,KidJoy,2032.39,1193.06,5,1,2025-11-28,3.7
5087,TrendKart Premium Shirt,1006,TrendKart,1315.26,843.3,20,1,2024-06-26,4.6
5088,DailyBasics Everyday T-Shirt,1006,DailyBasics,2769.09,1995.18,100,1,2023-04-07,4.3
5089,ChefMate Everyday T-Shirt,1006,ChefMate,1166.75,805.02,100,1,2023-02-20,3.8
5090,GlowUp Ultra Jacket,1006,GlowUp,1747.64,1028.73,50,1,2023-04-27,4.2
5091,ChefMate Pro Shirt,1006,ChefMate,2321.62,1747.47,100,1,2024-10-30,4.0
5092,PrimeStyle Premium Jacket,1006,PrimeStyle,2668.26,1958.88,20,1,2025-04-23,4.6
5093,ChefMate Signature Jeans,1006,ChefMate,3392.12,2433.77,20,1,2024-03-25,4.1
5094,PrimeStyle Deluxe Shirt,1006,PrimeStyle,2076.74,1551.0,250,1,2023-03-09,4.0
5095,Urbanic Signature T-Shirt,1006,Urbanic,1173.05,896.97,20,1,2024-02-11,5.0
5096,FitPro Essential Shirt,1006,FitPro,3151.17,2008.6,100,1,2025-11-26,4.6
5097,Urbanic Essential Shirt,1006,Urbanic,1755.22,1255.0,5,1,2024-07-17,3.6
5098,TrendKart Everyday Jacket,1006,TrendKart,2875.64,2202.99,50,1,2025-10-31,4.0
5099,BasicWear Everyday Jeans,1006,BasicWear,2170.99,1470.52,50,1,2025-07-05,3.8
5100,Urbanic Everyday Leggings,1007,Urbanic,2391.72,1384.41,5,1,2023-01-13,3.8
5101,AutoZen Pro Dress,1007,AutoZen,1671.98,1321.92,5,0,2025-02-06,4.2
5102,HouseCraft Premium Dress,1007,HouseCraft,1025.81,717.19,100,0,2024-12-27,3.3
5103,PureGlow Everyday Dress,1007,PureGlow,1477.43,1036.49,100,1,2024-07-25,4.0
5104,PureGlow Classic Leggings,1007,PureGlow,3249.03,2517.6,20,1,2023-10-12,4.0
5105,Urbanic Deluxe Saree,1007,Urbanic,2096.5,1524.57,5,1,2024-11-13,3.9
5106,ChefMate Smart Kurti,1007,ChefMate,2486.53,1702.31,100,1,2023-04-29,3.6
5107,PureGlow Everyday Saree,1007,PureGlow,2004.0,1137.26,20,1,2024-04-08,4.3
5108,NovaHome Ultra Dress,1007,NovaHome,2366.88,1694.32,5,1,2024-04-28,4.1
5109,KidJoy Deluxe Kurti,1007,KidJoy,2142.09,1343.78,50,1,2025-10-12,4.4
5110,PureGlow Everyday Top,1007,PureGlow,5999.0,4345.09,50,1,2025-07-21,3.6
5111,DailyBasics Pro Leggings,1007,DailyBasics,5999.0,3930.01,20,1,2023-10-08,3.6
5112,AutoZen Pro Top,1007,AutoZen,731.67,506.52,50,1,2024-06-17,3.8
5113,Urbanic Smart Top,1007,Urbanic,2510.31,1571.38,20,1,2023-07-10,5.0
5114,ChefMate Signature Saree,1007,ChefMate,1350.29,938.45,250,1,2025-08-29,4.4
5115,FitPro Comfort Dress,1007,FitPro,1093.53,722.32,250,1,2025-07-16,5.0
5116,FitPro Smart Saree,1007,FitPro,3816.17,2856.15,250,1,2023-11-14,3.8
5117,TrendKart Classic Saree,1007,TrendKart,898.49,609.95,250,1,2024-11-11,4.9
5118,HouseCraft Everyday Leggings,1007,HouseCraft,1998.22,1507.87,50,1,2024-10-10,4.8
5119,DailyBasics Deluxe Saree,1007,DailyBasics,2121.56,1594.65,100,0,2023-06-12,4.1
5120,Urbanic Premium Sandals,1008,Urbanic,2235.24,1366.2,50,1,2025-03-23,4.5
5121,ChefMate Ultra Formal Shoes,1008,ChefMate,2972.87,1689.21,20,1,2024-07-28,4.4
5122,DailyBasics Ultra Formal Shoes,1008,DailyBasics,1299.95,948.43,20,1,2025-04-09,4.9
5123,PureGlow Comfort Formal Shoes,1008,PureGlow,6079.71,3714.68,50,1,2024-07-18,4.2
5124,ChefMate Classic Running Shoes,1008,ChefMate,7844.05,5147.94,100,1,2023-01-01,5.0
5125,FitPro Smart Sandals,1008,FitPro,3865.42,2174.51,100,1,2023-12-12,4.9
5126,FitPro Classic Sandals,1008,FitPro,4752.13,2772.08,50,1,2023-01-21,3.0
5127,KidJoy Smart Formal Shoes,1008,KidJoy,2446.55,1709.8,50,1,2025-09-16,4.5
5128,GlowUp Ultra Formal Shoes,1008,GlowUp,6319.81,4885.25,100,0,2025-07-24,3.3
5129,FitPro Smart Formal Shoes,1008,FitPro,1194.46,924.87,50,0,2025-06-04,4.1
5130,TrendKart Comfort Formal Shoes,1008,TrendKart,995.67,734.75,50,1,2023-11-24,4.0
5131,FitPro Smart Sneakers,1008,FitPro,3362.49,2376.23,20,1,2023-03-03,3.5
5132,HouseCraft Comfort Sneakers,1008,HouseCraft,2712.96,1976.08,100,1,2025-07-24,4.7
5133,NovaHome Deluxe Sandals,1008,NovaHome,2147.39,1352.7,20,1,2025-10-05,3.6
5134,PrimeStyle Pro Running Shoes,1008,PrimeStyle,2653.46,1612.81,20,1,2023-04-02,3.5
5135,HouseCraft Essential Sandals,1008,HouseCraft,7476.34,4887.41,5,1,2024-06-01,4.1
5136,FitPro Smart Sneakers,1008,FitPro,1972.93,1290.18,100,1,2023-03-15,4.2
5137,PureGlow Signature Sandals,1008,PureGlow,2646.45,2054.2,100,1,2025-03-21,4.0
5138,PureGlow Ultra Running Shoes,1008,PureGlow,2147.13,1436.96,50,1,2025-03-26,3.8
5139,ChefMate Deluxe Sneakers,1008,ChefMate,1312.31,849.72,50,1,2023-05-17,4.9
5140,GlowUp Smart Wallet,1009,GlowUp,6002.69,4403.92,50,1,2024-05-21,4.3
5141,DailyBasics Comfort Handbag,1009,DailyBasics,4220.57,2609.3,50,1,2024-08-08,3.5
5142,PureGlow Premium Wallet,1009,PureGlow,3082.54,1954.43,0,1,2023-10-10,3.2
5143,FitPro Pro Wallet,1009,FitPro,3256.47,2539.67,20,1,2025-07-18,3.5
5144,AutoZen Signature Wrist Watch,1009,AutoZen,10459.39,7228.46,100,1,2024-03-26,4.6
5145,BasicWear Classic Wrist Watch,1009,BasicWear,4676.8,3073.37,50,1,2023-08-14,3.6
5146,Urbanic Pro Wallet,1009,Urbanic,2678.63,1647.46,20,1,2024-07-28,4.0
5147,FitPro Essential Backpack,1009,FitPro,7149.33,4516.31,50,0,2025-02-16,5.0
5148,ChefMate Deluxe Wallet,1009,ChefMate,2235.9,1761.44,20,1,2023-08-03,4.4
5149,HouseCraft Deluxe Wallet,1009,HouseCraft,3249.85,2169.52,20,1,2023-11-28,3.8
5150,DailyBasics Everyday Wrist Watch,1009,DailyBasics,4609.83,3284.67,50,0,2025-11-25,3.6
5151,DailyBasics Premium Wrist Watch,1009,DailyBasics,3992.65,2394.95,250,1,2024-11-23,3.6
5152,PrimeStyle Ultra Wrist Watch,1009,PrimeStyle,3372.13,2055.77,20,1,2024-04-11,4.6
5153,AutoZen Classic Wallet,1009,AutoZen,4728.44,3721.0,50,1,2024-07-05,4.6
5154,ChefMate Deluxe Wallet,1009,ChefMate,3230.44,2074.67,20,1,2023-05-09,4.4
5155,TrendKart Pro Wrist Watch,1009,TrendKart,1994.03,1150.6,20,1,2023-08-28,4.1
5156,AutoZen Deluxe Wrist Watch,1009,AutoZen,6191.8,4453.99,20,1,2023-12-27,3.1
5157,GlowUp Signature Wallet,1009,GlowUp,3247.91,1947.39,20,1,2024-09-18,4.1
5158,GlowUp Classic Handbag,1009,GlowUp,7441.52,5529.94,20,1,2023-09-03,3.8
5159,ChefMate Ultra Wrist Watch,1009,ChefMate,5864.0,3285.41,50,1,2023-08-23,5.0
5160,HouseCraft Everyday Air Fryer,1011,HouseCraft,11475.57,7763.11,100,0,2023-03-17,4.0
5161,PureGlow Premium Electric Kettle,1011,PureGlow,10352.81,7822.4,250,1,2024-11-03,3.7
5162,NovaHome Signature Mixer Grinder,1011,NovaHome,8979.82,6365.76,50,1,2023-09-01,4.0
5163,PureGlow Pro Air Fryer,1011,PureGlow,10180.62,6047.64,20,1,2025-08-22,3.9
5164,ChefMate Ultra Electric Kettle,1011,ChefMate,10474.15,8168.84,100,1,2025-07-04,3.8
5165,PureGlow Comfort Air Fryer,1011,PureGlow,13293.13,10055.37,50,1,2023-03-17,3.9
5166,DailyBasics Everyday Electric Kettle,1011,DailyBasics,3103.79,2351.69,50,1,2023-09-11,3.5
5167,FitPro Deluxe Mixer Grinder,1011,FitPro,8678.89,5302.51,20,1,2024-12-13,5.0
5168,AutoZen Ultra Air Fryer,1011,AutoZen,13018.71,9335.03,250,1,2023-08-17,2.8
5169,FitPro Premium Electric Kettle,1011,FitPro,4105.76,3131.62,20,1,2023-05-21,4.8
5170,DailyBasics Comfort Microwave Oven,1011,DailyBasics,11799.72,7536.55,100,1,2025-09-23,5.0
5171,TrendKart Everyday Electric Kettle,1011,TrendKart,6834.64,5263.22,20,1,2024-08-31,3.6
5172,Urbanic Smart Electric Kettle,1011,Urbanic,8912.62,6053.07,100,1,2024-05-18,3.8
5173,DailyBasics Classic Microwave Oven,1011,DailyBasics,14446.54,10546.24,20,1,2025-04-15,3.8
5174,ChefMate Smart Air Fryer,1011,ChefMate,7513.84,4584.05,100,1,2025-05-09,3.5
5175,FitPro Comfort Air Fryer,1011,FitPro,12555.75,9394.63,100,1,2023-07-22,3.5
5176,DailyBasics Deluxe Mixer Grinder,1011,DailyBasics,10574.04,6884.76,20,1,2023-04-14,5.0
5177,BasicWear Deluxe Microwave Oven,1011,BasicWear,3533.63,2457.25,50,0,2024-04-04,5.0
5178,KidJoy Smart Air Fryer,1011,KidJoy,9891.43,6290.35,50,1,2024-03-27,3.4
5179,GlowUp Everyday Electric Kettle,1011,GlowUp,9082.8,6025.86,100,1,2024-05-12,4.5
5180,DailyBasics Deluxe Bookshelf,1012,DailyBasics,13806.72,8010.16,50,1,2025-02-15,4.4
5181,HouseCraft Everyday Office Chair,1012,HouseCraft,45466.95,33450.96,250,1,2024-12-18,3.8
5182,DailyBasics Essential Office Chair,1012,DailyBasics,12498.27,9181.87,250,1,2025-11-14,4.0
5183,ChefMate Ultra Bookshelf,1012,ChefMate,21078.53,14357.83,50,1,2023-04-15,4.8
5184,DailyBasics Classic Bookshelf,1012,DailyBasics,18942.13,11821.06,100,1,2024-03-04,3.8
5185,TrendKart Pro Bookshelf,1012,TrendKart,12358.45,6840.86,50,1,2023-12-28,3.1
5186,Urbanic Deluxe Office Chair,1012,Urbanic,10755.44,8535.23,100,1,2025-07-06,3.3
5187,BasicWear Pro Bookshelf,1012,BasicWear,18004.05,13811.18,20,1,2023-09-22,3.2
5188,Urbanic Classic Bed Frame,1012,Urbanic,5322.53,3691.26,250,1,2023-07-22,4.1
5189,FitPro Comfort Bed Frame,1012,FitPro,51669.64,32819.34,0,1,2024-04-22,4.8
5190,FitPro Deluxe Study Table,1012,FitPro,17920.55,10367.43,5,0,2024-03-25,3.4
5191,FitPro Signature Study Table,1012,FitPro,59999.0,34110.66,5,1,2023-10-24,4.1
5192,PrimeStyle Pro Study Table,1012,PrimeStyle,22633.58,17038.23,20,1,2023-09-24,4.0
5193,DailyBasics Classic Bookshelf,1012,DailyBasics,20166.36,11688.68,50,1,2025-09-10,3.8
5194,AutoZen Ultra Bed Frame,1012,AutoZen,18045.63,13492.45,50,1,2024-04-16,5.0
5195,PureGlow Smart Office Chair,1012,PureGlow,38222.91,25327.59,20,1,2025-07-06,2.9
5196,AutoZen Deluxe Bed Frame,1012,AutoZen,10141.51,8087.93,50,1,2024-08-09,3.6
5197,AutoZen Ultra Bookshelf,1012,AutoZen,32728.02,18493.22,0,1,2023-02-23,4.9
5198,BasicWear Essential Study Table,1012,BasicWear,29406.87,17725.18,0,1,2025-11-30,3.4
5199,DailyBasics Pro Study Table,1012,DailyBasics,15770.36,9358.97,100,1,2025-06-09,4.4
5200,Urbanic Pro Wall Clock,1013,Urbanic,2718.86,1773.05,100,1,2025-10-28,3.9
5201,Urbanic Deluxe Curtain Set,1013,Urbanic,2559.7,1555.96,100,1,2025-09-13,4.8
5202,HouseCraft Comfort Table Lamp,1013,HouseCraft,4124.42,2977.2,0,1,2025-06-22,3.9
5203,BasicWear Ultra Table Lamp,1013,BasicWear,3609.03,2710.3,50,1,2023-06-27,3.3
5204,HouseCraft Signature Photo Frame,1013,HouseCraft,2360.83,1619.86,20,1,2024-06-01,4.7
5205,PrimeStyle Deluxe Photo Frame,1013,PrimeStyle,1407.84,799.45,50,1,2023-08-16,4.5
5206,AutoZen Deluxe Photo Frame,1013,AutoZen,1082.65,798.17,20,0,2024-03-03,5.0
5207,HouseCraft Comfort Table Lamp,1013,HouseCraft,2334.77,1557.7,100,1,2023-03-04,4.3
5208,TrendKart Signature Table Lamp,1013,TrendKart,3246.21,2191.57,50,1,2024-02-08,4.2
5209,HouseCraft Comfort Curtain Set,1013,HouseCraft,3576.11,2501.52,50,1,2025-11-15,3.1
5210,AutoZen Everyday Curtain Set,1013,AutoZen,3339.45,2045.72,250,1,2023-10-10,4.0
5211,BasicWear Essential Wall Clock,1013,BasicWear,2340.8,1776.64,0,1,2025-04-15,3.6
5212,AutoZen Deluxe Wall Clock,1013,AutoZen,3381.42,1893.79,20,1,2024-04-29,3.5
5213,KidJoy Comfort Photo Frame,1013,KidJoy,5129.21,3656.5,20,1,2024-03-26,4.4
5214,AutoZen Pro Table Lamp,1013,AutoZen,3484.72,2296.33,50,1,2025-10-16,4.7
5215,FitPro Classic Curtain Set,1013,FitPro,1221.33,777.98,50,1,2025-11-26,3.3
5216,BasicWear Everyday Table Lamp,1013,BasicWear,3971.74,2288.32,5,1,2024-08-14,3.7
5217,PureGlow Everyday Photo Frame,1013,PureGlow,2258.31,1633.7,20,1,2025-02-04,3.3
5218,ChefMate Signature Table Lamp,1013,ChefMate,1882.19,1294.05,50,1,2023-06-14,4.7
5219,NovaHome Classic Curtain Set,1013,NovaHome,3923.69,2405.61,100,1,2023-11-12,4.2
5220,KidJoy Signature Non-Stick Pan,1014,KidJoy,1824.25,1379.56,50,1,2025-10-28,4.2
5221,FitPro Smart Non-Stick Pan,1014,FitPro,4321.6,2823.35,20,1,2024-09-08,3.7
5222,NovaHome Smart Non-Stick Pan,1014,NovaHome,2390.48,1686.86,100,1,2024-07-31,5.0
5223,ChefMate Comfort Pressure Cooker,1014,ChefMate,3465.52,1950.75,100,1,2025-03-07,3.8
5224,PrimeStyle Smart Pressure Cooker,1014,PrimeStyle,3319.76,2595.78,50,1,2023-03-02,3.2
5225,HouseCraft Comfort Pressure Cooker,1014,HouseCraft,2343.79,1306.0,20,1,2024-09-14,4.5
5226,ChefMate Ultra Cookware Set,1014,ChefMate,2941.99,1794.1,100,1,2024-06-19,4.5
5227,KidJoy Deluxe Non-Stick Pan,1014,KidJoy,3691.19,2042.77,20,1,2025-06-27,4.4
5228,DailyBasics Classic Pressure Cooker,1014,DailyBasics,3015.6,2406.64,20,1,2023-06-17,4.2
5229,HouseCraft Comfort Non-Stick Pan,1014,HouseCraft,1416.88,1008.72,250,0,2025-10-20,4.7
5230,GlowUp Comfort Non-Stick Pan,1014,GlowUp,2385.03,1485.79,100,1,2023-03-27,4.5
5231,PureGlow Deluxe Cookware Set,1014,PureGlow,3888.91,2950.44,5,1,2023-07-17,3.8
5232,FitPro Essential Pressure Cooker,1014,FitPro,1957.64,1346.5,5,1,2024-09-25,3.9
5233,AutoZen Essential Pressure Cooker,1014,AutoZen,4557.92,3085.99,5,1,2024-12-20,3.6
5234,TrendKart Classic Non-Stick Pan,1014,TrendKart,5015.22,3727.15,20,1,2023-09-08,4.2
5235,ChefMate Everyday Pressure Cooker,1014,ChefMate,2780.17,1881.99,20,1,2023-05-08,4.6
5236,GlowUp Deluxe Non-Stick Pan,1014,GlowUp,2534.84,1583.36,250,1,2025-08-06,4.7
5237,BasicWear Ultra Cookware Set,1014,BasicWear,1878.26,1262.96,50,1,2023-09-20,4.9
5238,KidJoy Comfort Non-Stick Pan,1014,KidJoy,1946.9,1306.54,50,1,2024-09-25,5.0
5239,ChefMate Smart Pressure Cooker,1014,ChefMate,1971.7,1352.31,50,1,2024-10-21,3.9
5240,DailyBasics Everyday Serum,1016,DailyBasics,635.14,505.06,5,1,2024-03-22,3.6
5241,PureGlow Ultra Moisturizer,1016,PureGlow,1031.29,627.43,50,1,2024-09-13,4.2
5242,NovaHome Premium Serum,1016,NovaHome,1716.55,1263.68,250,1,2024-07-10,4.0
5243,BasicWear Signature Serum,1016,BasicWear,598.57,447.79,250,1,2025-09-22,4.3
5244,Urbanic Comfort Moisturizer,1016,Urbanic,1140.4,663.21,50,1,2023-08-06,4.4
5245,FitPro Classic Sunscreen,1016,FitPro,762.83,438.57,20,1,2025-02-01,3.8
5246,GlowUp Premium Serum,1016,GlowUp,762.97,447.13,5,0,2023-09-12,4.8
5247,FitPro Classic Moisturizer,1016,FitPro,2134.87,1591.29,100,1,2024-02-26,3.8
5248,AutoZen Everyday Sunscreen,1016,AutoZen,796.16,575.76,20,1,2024-12-16,4.5
5249,BasicWear Everyday Face Wash,1016,BasicWear,2274.84,1739.88,5,1,2023-11-16,5.0
5250,BasicWear Everyday Serum,1016,BasicWear,772.41,563.61,100,0,2023-12-03,3.9
5251,Urbanic Smart Serum,1016,Urbanic,1210.57,852.68,100,1,2025-03-11,4.3
5252,DailyBasics Deluxe Moisturizer,1016,DailyBasics,960.48,707.58,50,1,2023-03-19,3.6
5253,ChefMate Classic Serum,1016,ChefMate,1032.1,731.18,5,1,2024-05-03,5.0
5254,PrimeStyle Comfort Face Wash,1016,PrimeStyle,810.06,586.08,100,1,2025-11-29,4.2
5255,NovaHome Premium Face Wash,1016,NovaHome,2999.0,2246.36,100,1,2025-11-26,3.8
5256,NovaHome Everyday Sunscreen,1016,NovaHome,1475.65,970.49,20,1,2023-03-20,5.0
5257,PureGlow Smart Moisturizer,1016,PureGlow,1409.85,974.89,100,1,2023-08-16,4.8
5258,PrimeStyle Pro Moisturizer,1016,PrimeStyle,1581.54,901.07,100,1,2023-10-10,4.4
5259,BasicWear Ultra Serum,1016,BasicWear,2094.33,1277.98,20,1,2025-09-20,4.5
5260,DailyBasics Pro Conditioner,1017,DailyBasics,796.58,529.95,20,1,2025-07-27,4.2
5261,TrendKart Comfort Hair Oil,1017,TrendKart,1041.3,746.31,100,1,2025-07-25,3.9
5262,BasicWear Deluxe Hair Oil,1017,BasicWear,952.83,654.26,50,1,2024-01-29,4.1
5263,NovaHome Comfort Shampoo,1017,NovaHome,1195.87,953.0,100,1,2023-06-18,5.0
5264,GlowUp Signature Hair Oil,1017,GlowUp,981.0,600.89,250,1,2025-06-06,5.0
5265,PureGlow Essential Hair Oil,1017,PureGlow,1173.6,895.85,20,0,2025-01-19,4.2
5266,PureGlow Essential Shampoo,1017,PureGlow,692.75,480.06,20,1,2024-10-13,4.2
5267,GlowUp Deluxe Conditioner,1017,GlowUp,925.53,577.35,20,1,2025-11-17,3.7
5268,TrendKart Signature Conditioner,1017,TrendKart,654.86,361.5,100,1,2024-11-27,4.3
5269,AutoZen Premium Conditioner,1017,AutoZen,1894.38,1394.82,100,1,2023-01-09,4.1
5270,AutoZen Essential Hair Oil,1017,AutoZen,419.84,315.08,20,1,2025-05-20,2.8
