order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
800046,700014,5348,4,769.21,5,2923.0
800047,700015,5276,2,463.18,0,926.36
800048,700015,5312,1,2527.93,15,2148.74
800049,700016,5312,4,2527.93,0,10111.72
800050,700016,5276,4,463.18,10,1667.45
800051,700016,5119,2,2121.56,5,4030.96
800052,700016,5402,2,1023.97,15,1740.75
800053,700017,5276,1,463.18,5,440.02
800054,700017,5312,2,2527.93,0,5055.86
800055,700017,5402,1,1023.97,15,870.37
800056,700017,5483,3,797.72,0,2393.16
800057,700018,5276,2,463.18,15,787.41
800058,700018,5312,1,2527.93,5,2401.53
800059,700018,5483,2,797.72,15,1356.12
800060,700019,5155,3,1994.03,0,5982.09
800061,700019,5276,2,463.18,5,880.04
800062,700019,5312,2,2527.93,5,4803.07
800063,700020,5276,5,463.18,0,2315.9
800064,700020,5017,2,50400.59,0,100801.18
800065,700021,5276,1,463.18,0,463.18
800066,700021,5312,1,2527.93,0,2527.93
800067,700021,5505,2,4999.0,0,9998.0
800068,700022,5276,2,463.18,10,833.72
800069,700023,5185,3,12358.45,0,37075.35
800070,700023,5276,2,463.18,0,926.36
800071,700023,5056,2,39496.97,10,71094.55
800072,700023,5312,1,2527.93,20,2022.34
800073,700024,5312,1,2527.93,0,2527.93
800074,700025,5276,1,463.18,30,324.23
800075,700025,5312,1,2527.93,0,2527.93
800076,700025,5056,2,39496.97,10,71094.55
800077,700025,5402,3,1023.97,5,2918.31
800078,700025,5453,5,210.21,0,1051.05
800079,700025,5038,4,33110.73,5,125820.77
800080,700026,5276,3,463.18,0,1389.54
800081,700026,5312,2,2527.93,15,4297.48
800082,700026,5017,4,50400.59,0,201602.36
800083,700026,5056,3,39496.97,0,118490.91
800084,700027,5276,1,463.18,0,463.18
800085,700027,5171,3,6834.64,20,16403.14
800086,700028,5276,2,463.18,20,741.09
800087,700028,5467,2,200.06,0,400.12
800088,700028,5402,3,1023.97,0,3071.91
800089,700029,5276,4,463.18,10,1667.45
800090,700029,5301,2,1910.56,0,3821.12
800091,700030,5312,1,2527.93,0,2527.93
800092,700030,5276,2,463.18,0,926.36
800093,700030,5056,3,39496.97,0,118490.91
800094,700030,5498,2,534.39,0,1068.78
800095,700031,5312,3,2527.93,15,6446.22
800096,700031,5276,2,463.18,0,926.36
800097,700031,5155,5,1994.03,5,9471.64
800098,700032,5125,4,3865.42,0,15461.68
800099,700032,5057,1,55956.47,0,55956.47
800100,700033,5276,3,463.18,0,1389.54
800101,700034,5276,1,463.18,5,440.02
800102,700035,5276,1,463.18,10,416.86
800103,700035,5312,2,2527.93,10,4550.27
800104,700035,5056,2,39496.97,15,67144.85
800105,700036,5276,1,463.18,0,463.18
800106,700036,5312,2,2527.93,5,4803.07
800107,700036,5097,1,1755.22,0,1755.22
800108,700036,5561,2,3442.21,15,5851.76
800109,700037,5276,5,463.18,0,2315.9
800110,700037,5312,1,2527.93,5,2401.53
800111,700037,5056,2,39496.97,0,78993.94
800112,700038,5276,2,463.18,0,926.36
800113,700039,5276,3,463.18,0,1389.54
800114,700040,5276,1,463.18,0,463.18
800115,700040,5280,3,867.08,0,2601.24
800116,700040,5017,4,50400.59,0,201602.36
800117,700040,5312,1,2527.93,0,2527.93
800118,700041,5276,5,463.18,20,1852.72
800119,700041,5312,4,2527.93,0,10111.72
800120,700041,5402,2,1023.97,0,2047.94
800121,700042,5233,2,4557.92,0,9115.84
800122,700042,5312,3,2527.93,0,7583.79
800123,700042,5276,1,463.18,0,463.18
800124,700043,5056,1,39496.97,0,39496.97
800125,700044,5312,2,2527.93,10,4550.27
800126,700044,5276,2,463.18,0,926.36
800127,700045,5276,5,463.18,0,2315.9
800128,700046,5276,2,463.18,0,926.36
800129,700046,5056,4,39496.97,5,150088.49
800130,700047,5312,2,2527.93,20,4044.69
800131,700047,5276,1,463.18,0,463.18
800132,700047,5017,3,50400.59,10,136081.59
800133,700048,5276,1,463.18,10,416.86
800134,700048,5313,3,1117.06,0,3351.18
800135,700049,5056,1,39496.97,10,35547.27
800136,700049,5276,2,463.18,5,880.04
800137,700049,5312,1,2527.93,0,2527.93
800138,700049,5520,1,1279.23,0,1279.23
800139,700050,5276,3,463.18,30,972.68
800140,700050,5038,2,33110.73,0,66221.46
800141,700050,5017,3,50400.59,10,136081.59
800142,700050,5312,2,2527.93,0,5055.86
800143,700051,5056,3,39496.97,10,106641.82
800144,700051,5276,1,463.18,5,440.02
800145,700051,5195,3,38222.91,0,114668.73
800146,700051,5312,3,2527.93,5,7204.6
800147,700052,5056,2,39496.97,5,75044.24
800148,700052,5276,1,463.18,15,393.7
800149,700053,5276,2,463.18,0,926.36
800150,700053,5383,2,257.06,0,514.12
800151,700053,5312,2,2527.93,0,5055.86
800152,700054,5017,1,50400.59,10,45360.53
800153,700054,5276,3,463.18,15,1181.11
800154,700055,5276,2,463.18,20,741.09
800155,700055,5017,2,50400.59,5,95761.12
800156,700055,5533,2,1171.01,0,2342.02
800157,700055,5180,3,13806.72,0,41420.16
800158,700056,5312,2,2527.93,0,5055.86
800159,700056,5276,2,463.18,0,926.36
800160,700057,5312,1,2527.93,0,2527.93
800161,700058,5276,1,463.18,10,416.86
800162,700058,5056,3,39496.97,15,100717.27
800163,700059,5276,2,463.18,0,926.36
800164,700059,5056,3,39496.97,0,118490.91
800165,700060,5276,2,463.18,0,926.36
800166,700060,5483,3,797.72,10,2153.84
800167,700060,5402,2,1023.97,0,2047.94
800168,700060,5312,3,2527.93,0,7583.79
800169,700060,5056,1,39496.97,5,37522.12
800170,700061,5276,3,463.18,20,1111.63
800171,700061,5312,2,2527.93,0,5055.86
800172,700061,5453,3,210.21,0,630.63
800173,700061,5056,1,39496.97,15,33572.42
800174,700061,5017,2,50400.59,0,100801.18
800175,700061,5581,2,2871.16,15,4880.97
800176,700061,5402,4,1023.97,0,4095.88
800177,700062,5276,3,463.18,5,1320.06
800178,700062,5312,2,2527.93,0,5055.86
800179,700062,5185,2,12358.45,15,21009.36
800180,700062,5056,5,39496.97,20,157987.88
800181,700062,5292,2,1252.8,0,2505.6
800182,700063,5056,3,39496.97,5,112566.36
800183,700063,5276,2,463.18,5,880.04
800184,700064,5276,2,463.18,15,787.41
800185,700064,5483,1,797.72,0,797.72
800186,700064,5312,1,2527.93,5,2401.53
800187,700064,5402,3,1023.97,0,3071.91
800188,700065,5276,3,463.18,10,1250.59
800189,700065,5312,2,2527.93,10,4550.27
800190,700065,5390,1,346.67,15,294.67
800191,700065,5091,4,2321.62,0,9286.48
800192,700065,5070,3,12207.68,0,36623.04
800193,700065,5483,2,797.72,15,1356.12
800194,700066,5276,2,463.18,0,926.36
800195,700067,5312,4,2527.93,0,10111.72
800196,700067,5276,1,463.18,20,370.54
800197,700067,5329,3,21386.89,15,54536.57
800198,700067,5017,3,50400.59,10,136081.59
800199,700067,5402,1,1023.97,0,1023.97
800200,700068,5276,1,463.18,5,440.02
800201,700068,5483,1,797.72,0,797.72
800202,700069,5312,3,2527.93,0,7583.79
800203,700069,5276,3,463.18,0,1389.54
800204,700069,5427,2,473.81,0,947.62
800205,700070,5312,2,2527.93,0,5055.86
800206,700070,5276,2,463.18,0,926.36
800207,700071,5276,4,463.18,5,1760.08
800208,700071,5301,1,1910.56,0,1910.56
800209,700072,5276,2,463.18,0,926.36
800210,700072,5085,1,1636.93,0,1636.93
800211,700073,5276,4,463.18,10,1667.45
800212,700073,5312,2,2527.93,10,4550.27
800213,700074,5301,2,1910.56,15,3247.95
800214,700074,5276,2,463.18,0,926.36
800215,700074,5312,1,2527.93,0,2527.93
800216,700074,5321,2,20535.08,10,36963.14
800217,700074,5402,3,1023.97,10,2764.72
800218,700075,5276,4,463.18,0,1852.72
800219,700075,5312,3,2527.93,0,7583.79
800220,700075,5402,6,1023.97,0,6143.82
800221,700075,5056,1,39496.97,20,31597.58
800222,700076,5312,1,2527.93,5,2401.53
800223,700077,5276,2,463.18,0,926.36
800224,700078,5276,2,463.18,5,880.04
800225,700078,5312,2,2527.93,0,5055.86
800226,700079,5276,3,463.18,10,1250.59
800227,700079,5498,2,534.39,15,908.46
800228,700079,5076,3,34479.25,15,87922.09
800229,700079,5312,1,2527.93,0,2527.93
800230,700080,5301,1,1910.56,5,1815.03
800231,700080,5276,1,463.18,30,324.23
800232,700081,5042,2,66334.75,5,126036.02
800233,700082,5276,2,463.18,15,787.41
800234,700082,5312,1,2527.93,0,2527.93
800235,700082,5056,2,39496.97,30,55295.76
800236,700082,5402,1,1023.97,0,1023.97
800237,700082,5017,3,50400.59,0,151201.77
800238,700083,5276,2,463.18,10,833.72
800239,700083,5312,4,2527.93,15,8594.96
800240,700083,5042,2,66334.75,0,132669.5
800241,700083,5453,1,210.21,0,210.21
800242,700084,5276,2,463.18,0,926.36
800243,700084,5056,2,39496.97,10,71094.55
800244,700085,5276,3,463.18,0,1389.54
800245,700085,5056,6,39496.97,0,236981.82
800246,700086,5312,1,2527.93,0,2527.93
800247,700086,5276,1,463.18,5,440.02
800248,700086,5056,2,39496.97,5,75044.24
800249,700087,5276,1,463.18,0,463.18
800250,700087,5312,2,2527.93,0,5055.86
800251,700087,5042,3,66334.75,0,199004.25
800252,700087,5483,1,797.72,5,757.83
800253,700088,5276,1,463.18,0,463.18
800254,700088,5312,1,2527.93,0,2527.93
800255,700088,5085,4,1636.93,0,6547.72
800256,700088,5313,3,1117.06,15,2848.5
800257,700088,5236,1,2534.84,10,2281.36
800258,700088,5017,3,50400.59,5,143641.68
800259,700089,5276,3,463.18,0,1389.54
800260,700089,5312,1,2527.93,0,2527.93
800261,700089,5313,3,1117.06,0,3351.18
800262,700089,5110,1,5999.0,20,4799.2
800263,700089,5155,3,1994.03,15,5084.78
800264,700089,5505,1,4999.0,0,4999.0
800265,700089,5017,1,50400.59,5,47880.56
800266,700089,5131,2,3362.49,15,5716.23
800267,700090,5312,3,2527.93,0,7583.79
800268,700090,5493,2,620.02,0,1240.04
800269,700091,5276,1,463.18,5,440.02
800270,700091,5312,1,2527.93,5,2401.53
800271,700092,5276,4,463.18,0,1852.72
800272,700093,5276,3,463.18,20,1111.63
800273,700093,5312,2,2527.93,0,5055.86
800274,700094,5312,2,2527.93,0,5055.86
800275,700094,5276,5,463.18,15,1968.52
800276,700094,5017,2,50400.59,10,90721.06
800277,700094,5038,1,33110.73,10,29799.66
800278,700095,5276,4,463.18,5,1760.08
800279,700095,5312,4,2527.93,20,8089.38
800280,700095,5496,3,829.86,0,2489.58
800281,700096,5276,3,463.18,0,1389.54
800282,700096,5312,5,2527.93,10,11375.68
800283,700096,5479,1,507.24,0,507.24
800284,700097,5056,1,39496.97,0,39496.97
800285,700097,5276,1,463.18,30,324.23
800286,700097,5359,2,528.7,0,1057.4
800287,700098,5276,3,463.18,0,1389.54
800288,700098,5312,2,2527.93,0,5055.86
800289,700098,5085,4,1636.93,10,5892.95
800290,700098,5017,2,50400.59,15,85681.0
800291,700099,5276,2,463.18,10,833.72
800292,700099,5312,2,2527.93,0,5055.86
800293,700100,5276,3,463.18,0,1389.54
800294,700100,5056,1,39496.97,0,39496.97
800295,700100,5312,3,2527.93,0,7583.79
800296,700101,5276,1,463.18,0,463.18
800297,700101,5479,3,507.24,20,1217.38
800298,700102,5402,3,1023.97,10,2764.72
800299,700103,5276,2,463.18,5,880.04
800300,700103,5312,5,2527.93,5,12007.67
800301,700103,5100,2,2391.72,0,4783.44
800302,700104,5276,4,463.18,0,1852.72
800303,700104,5312,4,2527.93,0,10111.72
800304,700104,5321,2,20535.08,0,41070.16
800305,700104,5483,5,797.72,0,3988.6
800306,700104,5056,1,39496.97,5,37522.12
800307,700104,5017,1,50400.59,15,42840.5
800308,700105,5276,1,463.18,10,416.86
800309,700105,5312,3,2527.93,0,7583.79
800310,700105,5017,2,50400.59,0,100801.18
800311,700105,5056,1,39496.97,5,37522.12
800312,700105,5567,2,4669.34,0,9338.68
800313,700106,5276,2,463.18,0,926.36
800314,700106,5017,2,50400.59,20,80640.94
800315,700106,5312,2,2527.93,30,3539.1
800316,700106,5149,3,3249.85,10,8774.59
800317,700106,5572,2,7669.79,0,15339.58
800318,700107,5276,4,463.18,30,1296.9
800319,700108,5276,1,463.18,0,463.18
800320,700108,5312,4,2527.93,0,10111.72
800321,700109,5017,2,50400.59,0,100801.18
800322,700110,5276,2,463.18,5,880.04
800323,700110,5312,2,2527.93,0,5055.86
800324,700111,5312,2,2527.93,20,4044.69
800325,700111,5276,1,463.18,10,416.86
800326,700111,5486,1,708.72,10,637.85
800327,700112,5276,3,463.18,0,1389.54
800328,700112,5056,2,39496.97,0,78993.94
800329,700113,5312,1,2527.93,10,2275.14
800330,700113,5276,2,463.18,10,833.72
800331,700114,5276,4,463.18,0,1852.72
800332,700115,5276,2,463.18,0,926.36
800333,700115,5312,3,2527.93,20,6067.03
800334,700116,5276,2,463.18,0,926.36
800335,700116,5483,1,797.72,0,797.72
800336,700117,5276,1,463.18,0,463.18
800337,700117,5107,1,2004.0,10,1803.6
800338,700117,5017,2,50400.59,0,100801.18
800339,700118,5483,3,797.72,10,2153.84
800340,700118,5276,3,463.18,10,1250.59
800341,700118,5312,3,2527.93,0,7583.79
800342,700118,5402,4,1023.97,20,3276.7
800343,700119,5276,2,463.18,10,833.72
800344,700119,5321,2,20535.08,30,28749.11
800345,700120,5276,1,463.18,15,393.7
800346,700120,5483,2,797.72,15,1356.12
800347,700120,5042,2,66334.75,15,112769.08
800348,700120,5312,3,2527.93,0,7583.79
800349,700121,5276,5,463.18,0,2315.9
800350,700121,5312,1,2527.93,15,2148.74
800351,700122,5276,2,463.18,10,833.72
800352,700123,5276,1,463.18,0,463.18
800353,700124,5276,1,463.18,5,440.02
800354,700124,5402,1,1023.97,20,819.18
800355,700125,5276,2,463.18,20,741.09
800356,700125,5312,3,2527.93,15,6446.22
800357,700125,5017,3,50400.59,20,120961.42
800358,700126,5483,1,797.72,0,797.72
800359,700126,5276,3,463.18,0,1389.54
800360,700126,5312,2,2527.93,0,5055.86
800361,700127,5276,1,463.18,15,393.7
800362,700127,5402,2,1023.97,0,2047.94
800363,700127,5505,2,4999.0,5,9498.1
800364,700128,5276,3,463.18,0,1389.54
800365,700128,5313,2,1117.06,5,2122.41
800366,700129,5276,3,463.18,20,1111.63
800367,700129,5312,3,2527.93,15,6446.22
800368,700130,5405,2,710.9,5,1350.71
800369,700130,5276,2,463.18,0,926.36
800370,700130,5496,4,829.86,30,2323.61
800371,700131,5276,1,463.18,10,416.86
800372,700131,5312,1,2527.93,20,2022.34
800373,700132,5056,3,39496.97,5,112566.36
800374,700132,5017,2,50400.59,15,85681.0
800375,700133,5276,2,463.18,0,926.36
800376,700133,5313,3,1117.06,30,2345.83
800377,700133,5312,2,2527.93,0,5055.86
800378,700133,5056,1,39496.97,5,37522.12
800379,700134,5496,2,829.86,0,1659.72
800380,700134,5402,1,1023.97,5,972.77
800381,700134,5276,2,463.18,10,833.72
800382,700135,5276,1,463.18,10,416.86
800383,700135,5483,1,797.72,0,797.72
800384,700136,5276,2,463.18,5,880.04
800385,700136,5042,1,66334.75,30,46434.32
800386,700137,5276,1,463.18,10,416.86
800387,700138,5276,2,463.18,15,787.41
800388,700138,5312,3,2527.93,0,7583.79
800389,700138,5056,4,39496.97,15,134289.7
800390,700138,5402,2,1023.97,5,1945.54
800391,700138,5597,4,2870.12,0,11480.48
800392,700139,5276,2,463.18,20,741.09
800393,700139,5312,4,2527.93,0,10111.72
800394,700139,5402,1,1023.97,0,1023.97
800395,700139,5483,2,797.72,15,1356.12
800396,700140,5312,1,2527.93,0,2527.93
800397,700140,5276,3,463.18,0,1389.54
800398,700141,5276,5,463.18,0,2315.9
800399,700141,5496,2,829.86,20,1327.78
800400,700142,5276,3,463.18,0,1389.54
800401,700143,5276,1,463.18,10,416.86
800402,700143,5496,4,829.86,0,3319.44
800403,700143,5505,1,4999.0,30,3499.3
800404,700143,5483,2,797.72,20,1276.35
800405,700143,5312,3,2527.93,0,7583.79
800406,700144,5180,3,13806.72,0,41420.16
800407,700144,5017,2,50400.59,20,80640.94
800408,700144,5276,1,463.18,0,463.18
800409,700145,5276,2,463.18,0,926.36
800410,700146,5242,2,1716.55,0,3433.1
800411,700146,5402,2,1023.97,5,1945.54
800412,700147,5276,5,463.18,0,2315.9
800413,700147,5312,2,2527.93,30,3539.1
800414,700147,5056,1,39496.97,0,39496.97
800415,700147,5402,3,1023.97,0,3071.91
800416,700147,5107,3,2004.0,0,6012.0
800417,700147,5561,1,3442.21,0,3442.21
800418,700148,5276,1,463.18,0,463.18
800419,700148,5017,3,50400.59,10,136081.59
800420,700148,5402,1,1023.97,10,921.57
800421,700149,5402,3,1023.97,5,2918.31
800422,700149,5312,2,2527.93,5,4803.07
800423,700149,5042,3,66334.75,0,199004.25
800424,700150,5276,1,463.18,0,463.18
800425,700150,5056,1,39496.97,15,33572.42
800426,700150,5312,2,2527.93,0,5055.86
800427,700151,5483,3,797.72,15,2034.19
800428,700151,5276,3,463.18,10,1250.59
800429,700152,5276,2,463.18,0,926.36
800430,700152,5249,2,2274.84,0,4549.68
800431,700152,5313,2,1117.06,0,2234.12
800432,700152,5467,2,200.06,0,400.12
800433,700152,5483,2,797.72,30,1116.81
800434,700152,5312,4,2527.93,0,10111.72
800435,700153,5312,4,2527.93,10,9100.55
800436,700154,5312,1,2527.93,0,2527.93
800437,700154,5276,1,463.18,0,463.18
800438,700154,5402,1,1023.97,0,1023.97
800439,700154,5149,1,3249.85,10,2924.86
800440,700155,5312,5,2527.93,10,11375.68
800441,700155,5276,1,463.18,0,463.18
800442,700155,5017,3,50400.59,0,151201.77
800443,700156,5276,1,463.18,15,393.7
800444,700156,5479,1,507.24,0,507.24
800445,700157,5276,2,463.18,0,926.36
800446,700157,5312,2,2527.93,0,5055.86
800447,700157,5017,1,50400.59,0,50400.59
800448,700158,5276,4,463.18,10,1667.45
800449,700158,5496,2,829.86,0,1659.72
800450,700158,5402,2,1023.97,15,1740.75
800451,700159,5312,1,2527.93,10,2275.14
800452,700159,5017,2,50400.59,15,85681.0
800453,700160,5276,3,463.18,5,1320.06
800454,700161,5276,2,463.18,10,833.72
800455,700161,5453,2,210.21,0,420.42
800456,700161,5312,1,2527.93,15,2148.74
800457,700161,5017,3,50400.59,15,128521.5
800458,700162,5276,1,463.18,5,440.02
800459,700162,5056,3,39496.97,0,118490.91
800460,700162,5402,3,1023.97,10,2764.72
800461,700163,5276,4,463.18,0,1852.72
800462,700163,5312,2,2527.93,15,4297.48
800463,700164,5321,1,20535.08,20,16428.06
800464,700164,5236,2,2534.84,0,5069.68
800465,700164,5276,2,463.18,5,880.04
800466,700164,5312,2,2527.93,0,5055.86
800467,700165,5312,1,2527.93,10,2275.14
800468,700165,5276,1,463.18,0,463.18
800469,700166,5276,4,463.18,0,1852.72
800470,700166,5402,3,1023.97,5,2918.31
800471,700167,5312,1,2527.93,0,2527.93
800472,700167,5276,1,463.18,0,463.18
800473,700168,5195,5,38222.91,30,133780.18
800474,700168,5276,2,463.18,0,926.36
800475,700168,5521,1,1486.19,5,1411.88
800476,700168,5402,2,1023.97,5,1945.54
800477,700169,5276,5,463.18,15,1968.52
800478,700169,5312,1,2527.93,0,2527.93
800479,700169,5155,3,1994.03,0,5982.09
800480,700169,5453,1,210.21,5,199.7
800481,700170,5276,2,463.18,0,926.36
800482,700170,5312,1,2527.93,0,2527.93
800483,700170,5483,1,797.72,10,717.95
800484,700171,5276,3,463.18,15,1181.11
800485,700171,5056,3,39496.97,0,118490.91
800486,700172,5276,3,463.18,10,1250.59
800487,700172,5017,4,50400.59,0,201602.36
800488,700172,5359,2,528.7,0,1057.4
800489,700172,5312,1,2527.93,0,2527.93
800490,700173,5056,2,39496.97,0,78993.94
800491,700173,5276,2,463.18,0,926.36
800492,700174,5276,4,463.18,0,1852.72
800493,700174,5312,1,2527.93,0,2527.93
800494,700174,5085,1,1636.93,5,1555.08
800495,700174,5402,3,1023.97,0,3071.91
800496,700174,5496,1,829.86,0,829.86
800497,700175,5312,2,2527.93,0,5055.86
800498,700175,5276,2,463.18,0,926.36
800499,700176,5276,1,463.18,0,463.18
800500,700177,5276,1,463.18,10,416.86
800501,700177,5312,1,2527.93,10,2275.14
800502,700177,5521,5,1486.19,0,7430.95
800503,700177,5017,3,50400.59,5,143641.68
800504,700178,5276,1,463.18,10,416.86
800505,700178,5273,3,1198.69,0,3596.07
800506,700179,5276,2,463.18,0,926.36
800507,700179,5483,1,797.72,0,797.72
800508,700180,5276,3,463.18,5,1320.06
800509,700180,5312,2,2527.93,10,4550.27
800510,700180,5017,2,50400.59,15,85681.0
800511,700180,5056,2,39496.97,0,78993.94
800512,700181,5276,1,463.18,0,463.18
800513,700181,5038,1,33110.73,0,33110.73
800514,700182,5276,3,463.18,0,1389.54
800515,700182,5042,3,66334.75,0,199004.25
800516,700182,5312,2,2527.93,0,5055.86
800517,700182,5017,4,50400.59,5,191522.24
800518,700183,5276,1,463.18,0,463.18
800519,700183,5493,1,620.02,10,558.02
800520,700183,5312,4,2527.93,15,8594.96
800521,700184,5312,3,2527.93,30,5308.65
800522,700184,5276,3,463.18,15,1181.11
800523,700185,5276,2,463.18,10,833.72
800524,700186,5453,1,210.21,10,189.19
800525,700186,5312,2,2527.93,10,4550.27
800526,700186,5276,2,463.18,0,926.36
800527,700186,5056,3,39496.97,0,118490.91
800528,700186,5402,4,1023.97,0,4095.88
800529,700186,5155,1,1994.03,0,1994.03
800530,700186,5017,3,50400.59,15,128521.5
800531,700187,5276,2,463.18,10,833.72
800532,700187,5085,3,1636.93,30,3437.55
800533,700188,5312,1,2527.93,0,2527.93
800534,700188,5276,3,463.18,0,1389.54
800535,700189,5483,1,797.72,0,797.72
800536,700189,5276,6,463.18,0,2779.08
800537,700189,5312,3,2527.93,0,7583.79
800538,700189,5056,2,39496.97,5,75044.24
800539,700189,5321,3,20535.08,0,61605.24
800540,700190,5276,1,463.18,10,416.86
800541,700190,5017,1,50400.59,0,50400.59
800542,700190,5312,2,2527.93,15,4297.48
800543,700190,5481,2,286.17,0,572.34
800544,700191,5276,1,463.18,20,370.54
800545,700191,5010,1,45411.96,10,40870.76
800546,700191,5483,2,797.72,0,1595.44
800547,700192,5276,1,463.18,10,416.86
800548,700192,5017,1,50400.59,15,42840.5
800549,700193,5276,4,463.18,0,1852.72
800550,700193,5312,2,2527.93,10,4550.27
800551,700194,5276,2,463.18,20,741.09
800552,700194,5539,3,1306.96,0,3920.88
800553,700194,5312,1,2527.93,5,2401.53
800554,700195,5276,3,463.18,0,1389.54
800555,700195,5017,2,50400.59,30,70560.83
800556,700196,5017,2,50400.59,15,85681.0
800557,700196,5276,2,463.18,10,833.72
800558,700196,5312,3,2527.93,5,7204.6
800559,700196,5357,1,1457.29,20,1165.83
800560,700197,5276,3,463.18,0,1389.54
800561,700198,5276,1,463.18,0,463.18
800562,700198,5312,2,2527.93,15,4297.48
800563,700198,5402,2,1023.97,20,1638.35
800564,700199,5276,4,463.18,0,1852.72
800565,700199,5017,3,50400.59,10,136081.59
800566,700199,5312,2,2527.93,10,4550.27
800567,700200,5155,2,1994.03,10,3589.25
800568,700200,5276,3,463.18,5,1320.06
800569,700200,5085,1,1636.93,5,1555.08
800570,700201,5312,2,2527.93,15,4297.48
800571,700201,5276,5,463.18,0,2315.9
800572,700201,5453,1,210.21,5,199.7
800573,700201,5017,2,50400.59,10,90721.06
800574,700202,5321,1,20535.08,0,20535.08
800575,700202,5276,2,463.18,0,926.36
800576,700203,5276,2,463.18,5,880.04
800577,700204,5312,1,2527.93,10,2275.14
800578,700204,5276,1,463.18,20,370.54
800579,700204,5496,2,829.86,0,1659.72
800580,700204,5085,5,1636.93,20,6547.72
800581,700205,5276,2,463.18,30,648.45
800582,700206,5483,2,797.72,0,1595.44
800583,700206,5276,1,463.18,20,370.54
800584,700206,5312,4,2527.93,10,9100.55
800585,700206,5056,1,39496.97,0,39496.97
800586,700206,5313,2,1117.06,0,2234.12
800587,700207,5276,2,463.18,0,926.36
800588,700207,5453,1,210.21,20,168.17
800589,700208,5276,1,463.18,5,440.02
800590,700208,5312,2,2527.93,0,5055.86
800591,700208,5402,2,1023.97,0,2047.94
800592,700209,5056,6,39496.97,5,225132.73
800593,700209,5276,3,463.18,0,1389.54
800594,700209,5312,2,2527.93,0,5055.86
800595,700210,5276,1,463.18,10,416.86
800596,700210,5056,1,39496.97,10,35547.27
800597,700211,5276,2,463.18,0,926.36
800598,700211,5342,4,876.6,0,3506.4
800599,700212,5276,3,463.18,0,1389.54
800600,700212,5056,3,39496.97,5,112566.36
800601,700212,5312,3,2527.93,10,6825.41
800602,700212,5027,4,57034.96,15,193918.86
800603,700212,5402,4,1023.97,10,3686.29
800604,700213,5276,1,463.18,5,440.02
800605,700213,5312,4,2527.93,10,9100.55
800606,700213,5392,4,279.89,30,783.69
800607,700214,5276,2,463.18,0,926.36
800608,700214,5483,3,797.72,5,2273.5
800609,700214,5312,3,2527.93,0,7583.79
800610,700215,5276,1,463.18,0,463.18
800611,700215,5312,3,2527.93,0,7583.79
800612,700215,5483,1,797.72,5,757.83
800613,700216,5276,3,463.18,20,1111.63
800614,700216,5155,1,1994.03,10,1794.63
800615,700216,5312,5,2527.93,0,12639.65
800616,700217,5276,1,463.18,0,463.18
800617,700217,5312,2,2527.93,5,4803.07
800618,700217,5185,3,12358.45,20,29660.28
800619,700217,5469,1,171.2,5,162.64
800620,700217,5453,2,210.21,0,420.42
800621,700218,5276,4,463.18,0,1852.72
800622,700219,5056,3,39496.97,0,118490.91
800623,700219,5276,1,463.18,0,463.18
800624,700219,5017,2,50400.59,30,70560.83
